lcl|NC_000962.3_prot_NP_214515.1_1	cds-NP_214515.1
lcl|NC_000962.3_prot_NP_217906.1_3377	cds-NP_217906.1
lcl|NC_000962.3_prot_NP_217907.1_3378	cds-NP_217907.1
lcl|NC_000962.3_prot_NP_217908.1_3379	cds-NP_217908.1
lcl|NC_000962.3_prot_NP_217909.1_3380	cds-NP_217909.1
lcl|NC_000962.3_prot_NP_217910.1_3381	cds-NP_217910.1
lcl|NC_000962.3_prot_NP_217911.1_3382	cds-NP_217911.1
lcl|NC_000962.3_prot_NP_217912.2_3383	cds-NP_217912.2
lcl|NC_000962.3_prot_YP_177969.1_3384	cds-YP_177969.1
lcl|NC_000962.3_prot_NP_217913.1_3385	cds-NP_217913.1
lcl|NC_000962.3_prot_NP_217914.1_3386	cds-NP_217914.1
lcl|NC_000962.3_prot_YP_177970.1_3387	cds-YP_177970.1
lcl|NC_000962.3_prot_NP_217916.1_3388	cds-NP_217916.1
lcl|NC_000962.3_prot_NP_217917.1_3389	cds-NP_217917.1
lcl|NC_000962.3_prot_NP_217918.1_3390	cds-NP_217918.1
lcl|NC_000962.3_prot_NP_217919.1_3391	cds-NP_217919.1
lcl|NC_000962.3_prot_NP_217920.1_3392	cds-NP_217920.1
lcl|NC_000962.3_prot_NP_217921.1_3393	cds-NP_217921.1
lcl|NC_000962.3_prot_NP_217922.1_3394	cds-NP_217922.1
lcl|NC_000962.3_prot_NP_217923.1_3395	cds-NP_217923.1
lcl|NC_000962.3_prot_NP_217924.1_3396	cds-NP_217924.1
lcl|NC_000962.3_prot_NP_217925.1_3397	cds-NP_217925.1
lcl|NC_000962.3_prot_NP_217926.1_3398	cds-NP_217926.1
lcl|NC_000962.3_prot_NP_217927.1_3399	cds-NP_217927.1
lcl|NC_000962.3_prot_NP_217928.1_3400	cds-NP_217928.1
lcl|NC_000962.3_prot_NP_217929.1_3401	cds-NP_217929.1
lcl|NC_000962.3_prot_NP_217930.1_3402	cds-NP_217930.1
lcl|NC_000962.3_prot_NP_217931.1_3403	cds-NP_217931.1
lcl|NC_000962.3_prot_NP_217932.1_3404	cds-NP_217932.1
lcl|NC_000962.3_prot_NP_217933.1_3405	cds-NP_217933.1
lcl|NC_000962.3_prot_NP_217934.1_3406	cds-NP_217934.1
lcl|NC_000962.3_prot_NP_217935.1_3407	cds-NP_217935.1
lcl|NC_000962.3_prot_NP_217936.1_3408	cds-NP_217936.1
lcl|NC_000962.3_prot_NP_217937.1_3409	cds-NP_217937.1
lcl|NC_000962.3_prot_NP_217938.1_3410	cds-NP_217938.1
lcl|NC_000962.3_prot_NP_217939.1_3411	cds-NP_217939.1
lcl|NC_000962.3_prot_NP_217940.1_3412	cds-NP_217940.1
lcl|NC_000962.3_prot_NP_217941.1_3413	cds-NP_217941.1
lcl|NC_000962.3_prot_YP_177971.1_3414	cds-YP_177971.1
lcl|NC_000962.3_prot_YP_177972.1_3415	cds-YP_177972.1
lcl|NC_000962.3_prot_NP_217944.1_3416	cds-NP_217944.1
lcl|NC_000962.3_prot_NP_217945.1_3417	cds-NP_217945.1
lcl|NC_000962.3_prot_YP_177973.1_3418	cds-YP_177973.1
lcl|NC_000962.3_prot_NP_217947.1_3419	cds-NP_217947.1
lcl|NC_000962.3_prot_YP_009030046.1_3420	cds-YP_009030046.1
lcl|NC_000962.3_prot_NP_217949.1_3421	cds-NP_217949.1
lcl|NC_000962.3_prot_NP_217950.1_3422	cds-NP_217950.1
lcl|NC_000962.3_prot_NP_217951.1_3423	cds-NP_217951.1
lcl|NC_000962.3_prot_NP_217952.1_3424	cds-NP_217952.1
lcl|NC_000962.3_prot_NP_217953.1_3425	cds-NP_217953.1
lcl|NC_000962.3_prot_NP_217954.1_3426	cds-NP_217954.1
lcl|NC_000962.3_prot_NP_217955.1_3427	cds-NP_217955.1
lcl|NC_000962.3_prot_NP_217956.1_3428	cds-NP_217956.1
lcl|NC_000962.3_prot_NP_217957.1_3429	cds-NP_217957.1
lcl|NC_000962.3_prot_NP_217958.1_3430	cds-NP_217958.1
lcl|NC_000962.3_prot_NP_217959.1_3431	cds-NP_217959.1
lcl|NC_000962.3_prot_NP_217960.1_3432	cds-NP_217960.1
lcl|NC_000962.3_prot_NP_217961.1_3433	cds-NP_217961.1
lcl|NC_000962.3_prot_NP_217962.2_3434	cds-NP_217962.2
lcl|NC_000962.3_prot_NP_217963.1_3435	cds-NP_217963.1
lcl|NC_000962.3_prot_NP_217964.1_3436	cds-NP_217964.1
lcl|NC_000962.3_prot_NP_217965.1_3437	cds-NP_217965.1
lcl|NC_000962.3_prot_NP_217966.1_3438	cds-NP_217966.1
lcl|NC_000962.3_prot_NP_217967.1_3439	cds-NP_217967.1
lcl|NC_000962.3_prot_NP_217968.2_3440	cds-NP_217968.2
lcl|NC_000962.3_prot_NP_217969.1_3441	cds-NP_217969.1
lcl|NC_000962.3_prot_NP_217972.3_3442	cds-NP_217972.3
lcl|NC_000962.3_prot_NP_217973.1_3443	cds-NP_217973.1
lcl|NC_000962.3_prot_NP_217974.1_3444	cds-NP_217974.1
lcl|NC_000962.3_prot_NP_217975.1_3445	cds-NP_217975.1
lcl|NC_000962.3_prot_NP_217976.1_3446	cds-NP_217976.1
lcl|NC_000962.3_prot_NP_217977.1_3447	cds-NP_217977.1
lcl|NC_000962.3_prot_NP_217978.1_3448	cds-NP_217978.1
lcl|NC_000962.3_prot_NP_217979.1_3449	cds-NP_217979.1
lcl|NC_000962.3_prot_NP_217980.1_3450	cds-NP_217980.1
lcl|NC_000962.3_prot_NP_217981.1_3451	cds-NP_217981.1
lcl|NC_000962.3_prot_NP_217982.1_3452	cds-NP_217982.1
lcl|NC_000962.3_prot_NP_217983.1_3453	cds-NP_217983.1
lcl|NC_000962.3_prot_NP_217984.1_3454	cds-NP_217984.1
lcl|NC_000962.3_prot_YP_177974.1_3455	cds-YP_177974.1
lcl|NC_000962.3_prot_NP_217986.1_3456	cds-NP_217986.1
lcl|NC_000962.3_prot_NP_217987.1_3457	cds-NP_217987.1
lcl|NC_000962.3_prot_NP_217988.1_3458	cds-NP_217988.1
lcl|NC_000962.3_prot_NP_217989.1_3459	cds-NP_217989.1
lcl|NC_000962.3_prot_NP_217990.1_3460	cds-NP_217990.1
lcl|NC_000962.3_prot_YP_177975.1_3461	cds-YP_177975.1
lcl|NC_000962.3_prot_YP_177976.1_3462	cds-YP_177976.1
lcl|NC_000962.3_prot_NP_217996.2_3463	cds-NP_217996.2
lcl|NC_000962.3_prot_NP_217997.1_3464	cds-NP_217997.1
lcl|NC_000962.3_prot_NP_217998.1_3465	cds-NP_217998.1
lcl|NC_000962.3_prot_NP_217999.1_3466	cds-NP_217999.1
lcl|NC_000962.3_prot_NP_218000.1_3467	cds-NP_218000.1
lcl|NC_000962.3_prot_NP_218001.1_3468	cds-NP_218001.1
lcl|NC_000962.3_prot_NP_218002.1_3469	cds-NP_218002.1
lcl|NC_000962.3_prot_NP_218003.1_3470	cds-NP_218003.1
lcl|NC_000962.3_prot_NP_218004.3_3471	cds-NP_218004.3
lcl|NC_000962.3_prot_NP_218005.1_3472	cds-NP_218005.1
lcl|NC_000962.3_prot_NP_218006.1_3473	cds-NP_218006.1
lcl|NC_000962.3_prot_NP_218007.1_3474	cds-NP_218007.1
lcl|NC_000962.3_prot_NP_218008.1_3475	cds-NP_218008.1
lcl|NC_000962.3_prot_NP_218009.1_3476	cds-NP_218009.1
lcl|NC_000962.3_prot_NP_218010.1_3477	cds-NP_218010.1
lcl|NC_000962.3_prot_NP_218011.1_3478	cds-NP_218011.1
lcl|NC_000962.3_prot_NP_218012.1_3479	cds-NP_218012.1
lcl|NC_000962.3_prot_NP_218013.1_3480	cds-NP_218013.1
lcl|NC_000962.3_prot_NP_218014.1_3481	cds-NP_218014.1
lcl|NC_000962.3_prot_NP_218015.1_3482	cds-NP_218015.1
lcl|NC_000962.3_prot_YP_177977.1_3483	cds-YP_177977.1
lcl|NC_000962.3_prot_NP_218017.1_3484	cds-NP_218017.1
lcl|NC_000962.3_prot_NP_218018.1_3485	cds-NP_218018.1
lcl|NC_000962.3_prot_NP_218019.1_3486	cds-NP_218019.1
lcl|NC_000962.3_prot_NP_218020.1_3487	cds-NP_218020.1
lcl|NC_000962.3_prot_NP_218021.1_3488	cds-NP_218021.1
lcl|NC_000962.3_prot_NP_218022.1_3489	cds-NP_218022.1
lcl|NC_000962.3_prot_NP_218023.1_3490	cds-NP_218023.1
lcl|NC_000962.3_prot_YP_177978.1_3491	cds-YP_177978.1
lcl|NC_000962.3_prot_YP_177979.1_3492	cds-YP_177979.1
lcl|NC_000962.3_prot_NP_218026.1_3493	cds-NP_218026.1
lcl|NC_000962.3_prot_NP_218027.1_3494	cds-NP_218027.1
lcl|NC_000962.3_prot_YP_177980.1_3495	cds-YP_177980.1
lcl|NC_000962.3_prot_YP_177981.2_3496	cds-YP_177981.2
lcl|NC_000962.3_prot_NP_218030.1_3497	cds-NP_218030.1
lcl|NC_000962.3_prot_YP_177982.1_3498	cds-YP_177982.1
lcl|NC_000962.3_prot_YP_177983.1_3499	cds-YP_177983.1
lcl|NC_000962.3_prot_NP_218033.1_3500	cds-NP_218033.1
lcl|NC_000962.3_prot_NP_218034.1_3501	cds-NP_218034.1
lcl|NC_000962.3_prot_NP_218035.1_3502	cds-NP_218035.1
lcl|NC_000962.3_prot_NP_218036.1_3503	cds-NP_218036.1
lcl|NC_000962.3_prot_NP_218037.1_3504	cds-NP_218037.1
lcl|NC_000962.3_prot_NP_218038.1_3505	cds-NP_218038.1
lcl|NC_000962.3_prot_NP_218039.1_3506	cds-NP_218039.1
lcl|NC_000962.3_prot_NP_218040.1_3507	cds-NP_218040.1
lcl|NC_000962.3_prot_NP_218041.1_3508	cds-NP_218041.1
lcl|NC_000962.3_prot_NP_218042.1_3509	cds-NP_218042.1
lcl|NC_000962.3_prot_NP_218043.1_3510	cds-NP_218043.1
lcl|NC_000962.3_prot_NP_218044.1_3511	cds-NP_218044.1
lcl|NC_000962.3_prot_NP_218045.1_3512	cds-NP_218045.1
lcl|NC_000962.3_prot_NP_218046.1_3513	cds-NP_218046.1
lcl|NC_000962.3_prot_NP_218047.1_3514	cds-NP_218047.1
lcl|NC_000962.3_prot_NP_218048.1_3515	cds-NP_218048.1
lcl|NC_000962.3_prot_YP_177984.1_3516	cds-YP_177984.1
lcl|NC_000962.3_prot_YP_177985.1_3517	cds-YP_177985.1
lcl|NC_000962.3_prot_NP_218051.1_3518	cds-NP_218051.1
lcl|NC_000962.3_prot_NP_218052.1_3519	cds-NP_218052.1
lcl|NC_000962.3_prot_NP_218053.1_3520	cds-NP_218053.1
lcl|NC_000962.3_prot_NP_218054.1_3521	cds-NP_218054.1
lcl|NC_000962.3_prot_YP_177986.1_3522	cds-YP_177986.1
lcl|NC_000962.3_prot_YP_177987.1_3523	cds-YP_177987.1
lcl|NC_000962.3_prot_NP_218057.1_3524	cds-NP_218057.1
lcl|NC_000962.3_prot_NP_218058.1_3525	cds-NP_218058.1
lcl|NC_000962.3_prot_NP_218059.1_3526	cds-NP_218059.1
lcl|NC_000962.3_prot_NP_218060.1_3527	cds-NP_218060.1
lcl|NC_000962.3_prot_NP_218061.1_3528	cds-NP_218061.1
lcl|NC_000962.3_prot_NP_218062.1_3529	cds-NP_218062.1
lcl|NC_000962.3_prot_NP_218063.1_3530	cds-NP_218063.1
lcl|NC_000962.3_prot_NP_218064.1_3531	cds-NP_218064.1
lcl|NC_000962.3_prot_NP_218065.1_3532	cds-NP_218065.1
lcl|NC_000962.3_prot_NP_218066.1_3533	cds-NP_218066.1
lcl|NC_000962.3_prot_NP_218067.1_3534	cds-NP_218067.1
lcl|NC_000962.3_prot_NP_218068.1_3535	cds-NP_218068.1
lcl|NC_000962.3_prot_NP_218069.1_3536	cds-NP_218069.1
lcl|NC_000962.3_prot_NP_218070.1_3537	cds-NP_218070.1
lcl|NC_000962.3_prot_NP_218071.1_3538	cds-NP_218071.1
lcl|NC_000962.3_prot_NP_218072.1_3539	cds-NP_218072.1
lcl|NC_000962.3_prot_NP_218073.1_3540	cds-NP_218073.1
lcl|NC_000962.3_prot_NP_218074.1_3541	cds-NP_218074.1
lcl|NC_000962.3_prot_YP_177988.1_3542	cds-YP_177988.1
lcl|NC_000962.3_prot_NP_218076.1_3543	cds-NP_218076.1
lcl|NC_000962.3_prot_NP_218077.1_3544	cds-NP_218077.1
lcl|NC_000962.3_prot_NP_218078.1_3545	cds-NP_218078.1
lcl|NC_000962.3_prot_NP_218079.1_3546	cds-NP_218079.1
lcl|NC_000962.3_prot_NP_218080.1_3547	cds-NP_218080.1
lcl|NC_000962.3_prot_NP_218081.1_3548	cds-NP_218081.1
lcl|NC_000962.3_prot_NP_218082.1_3549	cds-NP_218082.1
lcl|NC_000962.3_prot_YP_177989.1_3550	cds-YP_177989.1
lcl|NC_000962.3_prot_YP_177990.1_3551	cds-YP_177990.1
lcl|NC_000962.3_prot_NP_218084.1_3552	cds-NP_218084.1
lcl|NC_000962.3_prot_NP_218085.1_3553	cds-NP_218085.1
lcl|NC_000962.3_prot_NP_218086.1_3554	cds-NP_218086.1
lcl|NC_000962.3_prot_NP_218087.1_3555	cds-NP_218087.1
lcl|NC_000962.3_prot_NP_218088.1_3556	cds-NP_218088.1
lcl|NC_000962.3_prot_NP_218089.1_3557	cds-NP_218089.1
lcl|NC_000962.3_prot_NP_218090.1_3558	cds-NP_218090.1
lcl|NC_000962.3_prot_NP_218091.3_3559	cds-NP_218091.3
lcl|NC_000962.3_prot_NP_218092.1_3560	cds-NP_218092.1
lcl|NC_000962.3_prot_YP_177991.1_3561	cds-YP_177991.1
lcl|NC_000962.3_prot_NP_218094.1_3562	cds-NP_218094.1
lcl|NC_000962.3_prot_NP_218095.1_3563	cds-NP_218095.1
lcl|NC_000962.3_prot_NP_218096.1_3564	cds-NP_218096.1
lcl|NC_000962.3_prot_YP_177992.1_3565	cds-YP_177992.1
lcl|NC_000962.3_prot_NP_218098.1_3566	cds-NP_218098.1
lcl|NC_000962.3_prot_NP_218099.1_3567	cds-NP_218099.1
lcl|NC_000962.3_prot_NP_218100.1_3568	cds-NP_218100.1
lcl|NC_000962.3_prot_NP_218101.1_3569	cds-NP_218101.1
lcl|NC_000962.3_prot_NP_218102.1_3570	cds-NP_218102.1
lcl|NC_000962.3_prot_NP_218103.1_3571	cds-NP_218103.1
lcl|NC_000962.3_prot_NP_218104.1_3572	cds-NP_218104.1
lcl|NC_000962.3_prot_NP_218105.1_3573	cds-NP_218105.1
lcl|NC_000962.3_prot_NP_218106.1_3574	cds-NP_218106.1
lcl|NC_000962.3_prot_YP_177993.1_3575	cds-YP_177993.1
lcl|NC_000962.3_prot_NP_218108.1_3576	cds-NP_218108.1
lcl|NC_000962.3_prot_NP_218109.1_3577	cds-NP_218109.1
lcl|NC_000962.3_prot_NP_218110.1_3578	cds-NP_218110.1
lcl|NC_000962.3_prot_NP_218111.1_3579	cds-NP_218111.1
lcl|NC_000962.3_prot_YP_177994.1_3580	cds-YP_177994.1
lcl|NC_000962.3_prot_YP_177995.1_3581	cds-YP_177995.1
lcl|NC_000962.3_prot_NP_218114.1_3582	cds-NP_218114.1
lcl|NC_000962.3_prot_NP_218115.1_3583	cds-NP_218115.1
lcl|NC_000962.3_prot_NP_218117.1_3584	cds-NP_218117.1
lcl|NC_000962.3_prot_NP_218118.1_3585	cds-NP_218118.1
lcl|NC_000962.3_prot_NP_218119.1_3586	cds-NP_218119.1
lcl|NC_000962.3_prot_NP_218120.1_3587	cds-NP_218120.1
lcl|NC_000962.3_prot_NP_218121.2_3588	cds-NP_218121.2
lcl|NC_000962.3_prot_NP_218122.1_3589	cds-NP_218122.1
lcl|NC_000962.3_prot_NP_218123.1_3590	cds-NP_218123.1
lcl|NC_000962.3_prot_YP_177996.1_3591	cds-YP_177996.1
lcl|NC_000962.3_prot_YP_177997.1_3592	cds-YP_177997.1
lcl|NC_000962.3_prot_NP_218126.1_3593	cds-NP_218126.1
lcl|NC_000962.3_prot_NP_218127.1_3594	cds-NP_218127.1
lcl|NC_000962.3_prot_NP_218129.1_3595	cds-NP_218129.1
lcl|NC_000962.3_prot_NP_218130.1_3596	cds-NP_218130.1
lcl|NC_000962.3_prot_NP_218131.1_3597	cds-NP_218131.1
lcl|NC_000962.3_prot_NP_218132.1_3598	cds-NP_218132.1
lcl|NC_000962.3_prot_NP_218133.1_3599	cds-NP_218133.1
lcl|NC_000962.3_prot_NP_218134.1_3600	cds-NP_218134.1
lcl|NC_000962.3_prot_NP_218135.1_3601	cds-NP_218135.1
lcl|NC_000962.3_prot_NP_218136.1_3602	cds-NP_218136.1
lcl|NC_000962.3_prot_NP_218137.1_3603	cds-NP_218137.1
lcl|NC_000962.3_prot_YP_177998.1_3604	cds-YP_177998.1
lcl|NC_000962.3_prot_YP_177999.1_3605	cds-YP_177999.1
lcl|NC_000962.3_prot_NP_218140.1_3606	cds-NP_218140.1
lcl|NC_000962.3_prot_NP_218141.1_3607	cds-NP_218141.1
lcl|NC_000962.3_prot_NP_218142.1_3608	cds-NP_218142.1
lcl|NC_000962.3_prot_NP_218143.1_3609	cds-NP_218143.1
lcl|NC_000962.3_prot_NP_218144.1_3610	cds-NP_218144.1
lcl|NC_000962.3_prot_NP_218145.1_3611	cds-NP_218145.1
lcl|NC_000962.3_prot_NP_218146.1_3612	cds-NP_218146.1
lcl|NC_000962.3_prot_NP_218147.1_3613	cds-NP_218147.1
lcl|NC_000962.3_prot_NP_218148.1_3614	cds-NP_218148.1
lcl|NC_000962.3_prot_NP_218149.1_3615	cds-NP_218149.1
lcl|NC_000962.3_prot_NP_218150.1_3616	cds-NP_218150.1
lcl|NC_000962.3_prot_NP_215015.2_3617	cds-NP_215015.2
lcl|NC_000962.3_prot_NP_218152.1_3618	cds-NP_218152.1
lcl|NC_000962.3_prot_NP_218155.1_3619	cds-NP_218155.1
lcl|NC_000962.3_prot_NP_218156.1_3620	cds-NP_218156.1
lcl|NC_000962.3_prot_NP_218157.1_3621	cds-NP_218157.1
lcl|NC_000962.3_prot_NP_218158.1_3622	cds-NP_218158.1
lcl|NC_000962.3_prot_NP_218159.1_3623	cds-NP_218159.1
lcl|NC_000962.3_prot_NP_218160.1_3624	cds-NP_218160.1
lcl|NC_000962.3_prot_NP_218161.1_3625	cds-NP_218161.1
lcl|NC_000962.3_prot_NP_218162.1_3626	cds-NP_218162.1
lcl|NC_000962.3_prot_NP_218163.1_3627	cds-NP_218163.1
lcl|NC_000962.3_prot_NP_218164.1_3628	cds-NP_218164.1
lcl|NC_000962.3_prot_NP_218165.1_3629	cds-NP_218165.1
lcl|NC_000962.3_prot_NP_218166.1_3630	cds-NP_218166.1
lcl|NC_000962.3_prot_YP_178000.1_3631	cds-YP_178000.1
lcl|NC_000962.3_prot_NP_218168.1_3632	cds-NP_218168.1
lcl|NC_000962.3_prot_YP_178001.1_3633	cds-YP_178001.1
lcl|NC_000962.3_prot_YP_178002.1_3634	cds-YP_178002.1
lcl|NC_000962.3_prot_NP_218171.2_3635	cds-NP_218171.2
lcl|NC_000962.3_prot_NP_218172.1_3636	cds-NP_218172.1
lcl|NC_000962.3_prot_NP_218173.1_3637	cds-NP_218173.1
lcl|NC_000962.3_prot_NP_218174.1_3638	cds-NP_218174.1
lcl|NC_000962.3_prot_NP_218175.1_3639	cds-NP_218175.1
lcl|NC_000962.3_prot_YP_178003.1_3640	cds-YP_178003.1
lcl|NC_000962.3_prot_NP_218177.1_3641	cds-NP_218177.1
lcl|NC_000962.3_prot_NP_218178.1_3642	cds-NP_218178.1
lcl|NC_000962.3_prot_NP_218179.1_3643	cds-NP_218179.1
lcl|NC_000962.3_prot_NP_218180.1_3644	cds-NP_218180.1
lcl|NC_000962.3_prot_NP_218181.1_3645	cds-NP_218181.1
lcl|NC_000962.3_prot_NP_218182.1_3646	cds-NP_218182.1
lcl|NC_000962.3_prot_NP_218183.1_3647	cds-NP_218183.1
lcl|NC_000962.3_prot_NP_218184.1_3648	cds-NP_218184.1
lcl|NC_000962.3_prot_NP_218185.1_3649	cds-NP_218185.1
lcl|NC_000962.3_prot_NP_218186.1_3650	cds-NP_218186.1
lcl|NC_000962.3_prot_NP_218187.1_3651	cds-NP_218187.1
lcl|NC_000962.3_prot_NP_218188.1_3652	cds-NP_218188.1
lcl|NC_000962.3_prot_NP_218189.1_3653	cds-NP_218189.1
lcl|NC_000962.3_prot_NP_218190.1_3654	cds-NP_218190.1
lcl|NC_000962.3_prot_NP_218191.2_3655	cds-NP_218191.2
lcl|NC_000962.3_prot_NP_218192.1_3656	cds-NP_218192.1
lcl|NC_000962.3_prot_NP_218193.1_3657	cds-NP_218193.1
lcl|NC_000962.3_prot_NP_218194.1_3658	cds-NP_218194.1
lcl|NC_000962.3_prot_NP_218195.1_3659	cds-NP_218195.1
lcl|NC_000962.3_prot_YP_178004.1_3660	cds-YP_178004.1
lcl|NC_000962.3_prot_NP_218196.1_3661	cds-NP_218196.1
lcl|NC_000962.3_prot_NP_218197.1_3662	cds-NP_218197.1
lcl|NC_000962.3_prot_NP_218198.2_3663	cds-NP_218198.2
lcl|NC_000962.3_prot_YP_178005.1_3664	cds-YP_178005.1
lcl|NC_000962.3_prot_NP_218200.1_3665	cds-NP_218200.1
lcl|NC_000962.3_prot_NP_218201.3_3666	cds-NP_218201.3
lcl|NC_000962.3_prot_NP_218202.1_3667	cds-NP_218202.1
lcl|NC_000962.3_prot_NP_218203.1_3668	cds-NP_218203.1
lcl|NC_000962.3_prot_NP_218204.1_3669	cds-NP_218204.1
lcl|NC_000962.3_prot_NP_218205.1_3670	cds-NP_218205.1
lcl|NC_000962.3_prot_NP_218206.1_3671	cds-NP_218206.1
lcl|NC_000962.3_prot_NP_218207.1_3672	cds-NP_218207.1
lcl|NC_000962.3_prot_NP_218208.1_3673	cds-NP_218208.1
lcl|NC_000962.3_prot_NP_218209.1_3674	cds-NP_218209.1
lcl|NC_000962.3_prot_NP_218210.1_3675	cds-NP_218210.1
lcl|NC_000962.3_prot_NP_218211.1_3676	cds-NP_218211.1
lcl|NC_000962.3_prot_NP_218212.1_3677	cds-NP_218212.1
lcl|NC_000962.3_prot_NP_218213.1_3678	cds-NP_218213.1
lcl|NC_000962.3_prot_NP_218214.1_3679	cds-NP_218214.1
lcl|NC_000962.3_prot_YP_007412423.1_3680	cds-YP_007412423.1
lcl|NC_000962.3_prot_NP_218215.1_3681	cds-NP_218215.1
lcl|NC_000962.3_prot_NP_218216.1_3682	cds-NP_218216.1
lcl|NC_000962.3_prot_NP_218217.1_3683	cds-NP_218217.1
lcl|NC_000962.3_prot_NP_218218.1_3684	cds-NP_218218.1
lcl|NC_000962.3_prot_NP_218219.1_3685	cds-NP_218219.1
lcl|NC_000962.3_prot_NP_218220.1_3686	cds-NP_218220.1
lcl|NC_000962.3_prot_NP_218221.1_3687	cds-NP_218221.1
lcl|NC_000962.3_prot_NP_218222.1_3688	cds-NP_218222.1
lcl|NC_000962.3_prot_YP_178006.1_3689	cds-YP_178006.1
lcl|NC_000962.3_prot_NP_218223.1_3690	cds-NP_218223.1
lcl|NC_000962.3_prot_NP_218224.1_3691	cds-NP_218224.1
lcl|NC_000962.3_prot_NP_218225.1_3692	cds-NP_218225.1
lcl|NC_000962.3_prot_NP_218226.1_3693	cds-NP_218226.1
lcl|NC_000962.3_prot_NP_218227.3_3694	cds-NP_218227.3
lcl|NC_000962.3_prot_NP_218228.1_3695	cds-NP_218228.1
lcl|NC_000962.3_prot_NP_218229.1_3696	cds-NP_218229.1
lcl|NC_000962.3_prot_NP_218230.1_3697	cds-NP_218230.1
lcl|NC_000962.3_prot_NP_218231.1_3698	cds-NP_218231.1
lcl|NC_000962.3_prot_NP_218232.1_3699	cds-NP_218232.1
lcl|NC_000962.3_prot_NP_218233.1_3700	cds-NP_218233.1
lcl|NC_000962.3_prot_NP_218234.1_3701	cds-NP_218234.1
lcl|NC_000962.3_prot_NP_218235.1_3702	cds-NP_218235.1
lcl|NC_000962.3_prot_NP_218236.1_3703	cds-NP_218236.1
lcl|NC_000962.3_prot_NP_218237.3_3704	cds-NP_218237.3
lcl|NC_000962.3_prot_NP_218238.1_3705	cds-NP_218238.1
lcl|NC_000962.3_prot_NP_218239.2_3706	cds-NP_218239.2
lcl|NC_000962.3_prot_NP_218240.1_3707	cds-NP_218240.1
lcl|NC_000962.3_prot_NP_218242.1_3708	cds-NP_218242.1
lcl|NC_000962.3_prot_NP_218243.1_3709	cds-NP_218243.1
lcl|NC_000962.3_prot_NP_218244.1_3710	cds-NP_218244.1
lcl|NC_000962.3_prot_NP_218245.1_3711	cds-NP_218245.1
lcl|NC_000962.3_prot_NP_218246.1_3712	cds-NP_218246.1
lcl|NC_000962.3_prot_NP_218247.1_3713	cds-NP_218247.1
lcl|NC_000962.3_prot_NP_218248.1_3714	cds-NP_218248.1
lcl|NC_000962.3_prot_NP_218249.1_3715	cds-NP_218249.1
lcl|NC_000962.3_prot_NP_218250.1_3716	cds-NP_218250.1
lcl|NC_000962.3_prot_NP_218251.1_3717	cds-NP_218251.1
lcl|NC_000962.3_prot_NP_218252.1_3718	cds-NP_218252.1
lcl|NC_000962.3_prot_NP_218253.1_3719	cds-NP_218253.1
lcl|NC_000962.3_prot_NP_218254.1_3720	cds-NP_218254.1
lcl|NC_000962.3_prot_YP_178009.1_3721	cds-YP_178009.1
lcl|NC_000962.3_prot_YP_178010.1_3722	cds-YP_178010.1
lcl|NC_000962.3_prot_NP_218257.1_3723	cds-NP_218257.1
lcl|NC_000962.3_prot_NP_218258.1_3724	cds-NP_218258.1
lcl|NC_000962.3_prot_NP_218259.1_3725	cds-NP_218259.1
lcl|NC_000962.3_prot_NP_218260.1_3726	cds-NP_218260.1
lcl|NC_000962.3_prot_NP_218261.1_3727	cds-NP_218261.1
lcl|NC_000962.3_prot_NP_218262.1_3728	cds-NP_218262.1
lcl|NC_000962.3_prot_YP_178011.1_3729	cds-YP_178011.1
lcl|NC_000962.3_prot_NP_218264.1_3730	cds-NP_218264.1
lcl|NC_000962.3_prot_NP_218265.1_3731	cds-NP_218265.1
lcl|NC_000962.3_prot_NP_218266.1_3732	cds-NP_218266.1
lcl|NC_000962.3_prot_NP_218267.1_3733	cds-NP_218267.1
lcl|NC_000962.3_prot_NP_218269.1_3734	cds-NP_218269.1
lcl|NC_000962.3_prot_NP_218270.3_3735	cds-NP_218270.3
lcl|NC_000962.3_prot_NP_218271.3_3736	cds-NP_218271.3
lcl|NC_000962.3_prot_NP_218272.1_3737	cds-NP_218272.1
lcl|NC_000962.3_prot_NP_218273.1_3738	cds-NP_218273.1
lcl|NC_000962.3_prot_NP_218274.1_3739	cds-NP_218274.1
lcl|NC_000962.3_prot_NP_218275.1_3740	cds-NP_218275.1
lcl|NC_000962.3_prot_NP_218276.1_3741	cds-NP_218276.1
lcl|NC_000962.3_prot_NP_218277.1_3742	cds-NP_218277.1
lcl|NC_000962.3_prot_NP_218278.1_3743	cds-NP_218278.1
lcl|NC_000962.3_prot_NP_218279.1_3744	cds-NP_218279.1
lcl|NC_000962.3_prot_NP_218280.1_3745	cds-NP_218280.1
lcl|NC_000962.3_prot_NP_218281.1_3746	cds-NP_218281.1
lcl|NC_000962.3_prot_NP_218282.1_3747	cds-NP_218282.1
lcl|NC_000962.3_prot_NP_218283.1_3748	cds-NP_218283.1
lcl|NC_000962.3_prot_NP_218284.1_3749	cds-NP_218284.1
lcl|NC_000962.3_prot_NP_218285.1_3750	cds-NP_218285.1
lcl|NC_000962.3_prot_NP_218286.1_3751	cds-NP_218286.1
lcl|NC_000962.3_prot_NP_218287.1_3752	cds-NP_218287.1
lcl|NC_000962.3_prot_NP_218288.1_3753	cds-NP_218288.1
